"MLS Number ","Close Price","Baths Full","Baths Half","Beds Total","Lot Size SqFt","Pool","Yr Built","Zip Code","Listing Contract Date","SqFt Total","DOM","Number Of Stories","Lot Size","Selling Agent Full Name","List Agent Full Name","1st Financing","Selling Office Name","List Office Name","Street Name","Street Number","Street Type"
"13162550","1150","2","0","2","","False","1984","75075","2015-06-01","1052","5","1","","Keosha N Reid","Su-Yun Yang","","Keller Williams Frisco Stars","WILLIAM DAVIS REALTY FRISCO","Devonshire","3100","Drive"
"13080922","700","1","0","1","0","True","1984","75075","2015-01-19","635","39","1","Less Than .5 Acre (not Zero)","Karen Benedict","Karen Benedict","","Fathom Realty","Fathom Realty","DEVONSHIRE","3110","Drive"
"13108744","750","1","0","1","","True","1984","75075","2015-03-11","648","14","2","Condo/Townhome Lot","Robert Wallen","Robert Wallen","","Ebby Halliday, REALTORS","Ebby Halliday, REALTORS","Amelia","1700","Court"
"13144706","800","1","0","1","","True","1984","75075","2015-05-05","746","14","1","","Magdalena Maria Roman","Karen Benedict","","Keller Williams Realty DPR","Fathom Realty","Devonshire","3110","Drive"
"13127829","900","1","0","1","","False","1984","75075","2015-04-19","746","24","1","Condo/Townhome Lot","James Richard Barth","Kathy Spillyards","","Keller Williams Realty Allen","Keller Williams Central","Devonshire","3140","Drive"
"13046015","910","1","0","2","0","True","1984","75075","2014-11-01","809","30","1","Less Than .5 Acre (not Zero)","Diedra Deann Cox","Darrin Pennartz","","Scottie Smith II & Associates","RE/MAX DFW Associates","Amelia","1700","Court"
"13128709","925","1","1","2","","False","1984","75075","2015-04-10","809","8","1","","Tammy Lee Scerbo","Becky Zeng","","Keller Williams Realty Allen","Henderson Real Estates","Amelia","1700","Court"
"13133491","975","1","0","1","","True","1995","75093","2015-04-18","898","11","1","","Semida Voicu","Alana Hosea","","Bamboo Realty, Inc.","CENTURY 21 Judge Fite Co.","PRESTON","2601","Road"
"13249837","995","1","0","1","","True","2006","75093","2015-09-30","756","62","1","","Doris Ackerson","Doris Ackerson","","Keller Williams Frisco Stars","Keller Williams Frisco Stars","Preston","2601","Road"
"13171030","999","1","0","1","0","False","1995","75093","2015-06-12","761","56","2","","Saman C. Ilangasinghe","Saman C. Ilangasinghe","","Global Realty","Global Realty","Preston","2524","Road"
"13221488","1000","1","1","2","","False","1984","75075","2015-08-19","939","8","1","","Shrau Ching Lee","Shrau Ching Lee","","31 Realty, LLC","31 Realty, LLC","Amelia","1700","Court"
"13198456","1050","2","0","2","0","False","1984","75075","2015-07-18","1086","6","1","","Hsin-Min Chuang","Hsin-Min Chuang","","Fortune Realty","Fortune Realty","AMELIA","1700","Court"
"13216577","1050","1","0","1","","True","1995","75093","2015-08-16","761","87","2","","Faith Ebrahim","Janice F. Cline Epro","","Keller Williams Frisco Stars","Lone Dove Realty","Preston","2524","Road"
"13097811","1075","1","0","1","","True","1995","75093","2015-02-17","1030","32","1","","Moshood O. Akere","Karl Morold","","Targetcost Realty","RE/MAX DFW Associates","Preston","2524","Road"
"13139055","1075","1","0","2","","True","1982","75075","2015-04-27","853","65","2","Less Than .5 Acre (not Zero)","Carmen Arif","Shirley D. Parker Gri","","Carmen Arif","Halo Group Realty, LLC","Townbluff","3101","Drive"
"13084592","1100","1","0","1","","False","1995","75093","2015-01-26","761","58","1","Less Than .5 Acre (not Zero)","Patricia S. Raglin","Roy George Plat Abr","","Ebby Halliday, REALTORS","Plat Realty","Preston","2524","Road"
"13089784","1150","2","0","3","","False","1984","75075","2015-02-04","1480","24","1","Less Than .5 Acre (not Zero)","Rod Capili, Gri","Susan Richardson","","Reology Group, LLC.","CENTURY 21 Posey Properties","UPSHIRE","3207",""
"13063217","1200","2","0","2","","False","1982","75075","2014-12-08","919","141","1","","Everett M. Shell Srs","J.C. Posey","","Ivy League Realty","Posey Property Management,Inc","Townbluff","3101","Drive"
"13093361","1200","2","0","2","","True","1984","75075","2015-02-11","975","23","1","","Christopher Sneed","Karen Benedict","","Keller Williams Rockwall","Fathom Realty","Devonshire","3100","Drive"
"13136562","1250","2","0","2","","True","1995","75093","2015-04-23","1279","28","2","","Prerna Handa","Prerna Handa","","Ambiance Realty","Ambiance Realty","Preston","2524","Road"
"13166875","1250","2","0","2","","False","1984","75075","2015-06-05","1086","59","1","Condo/Townhome Lot","Benny Dinsmore","Benny Dinsmore","","Coldwell Banker Res. Frisco","Coldwell Banker Res. Frisco","Amelia","1700","Court"
"13090073","1275","2","0","3","10454.4","False","1974","75075","2015-02-04","1494","37","1","Less Than .5 Acre (not Zero)","Cheryl Libbert","Michael Slaughter","","Patton International Propertie","OmniKey Realty, LLC.","Townbluff","2718","Drive"
"13070256","1295","2","0","2","6534","False","1981","75075","2014-12-29","1425","72","1","Less Than .5 Acre (not Zero)","Pamela Packer","Dillon J. Mcdonald","","StarCrest Realty, LLC","Re/Max Heritage II","Wimbledon","1105","Lane"
"13096445","1295","2","0","3","9147.6","False","1962","75075","2015-02-14","1232","7","1","Less Than .5 Acre (not Zero)","Nick Lianos","Nick Lianos","","ONEprop","ONEprop","Crestridge","1211","Drive"
"13146881","1295","2","0","2","","True","1982","75075","2015-05-08","1028","20","1",".5 Acre to .99 Acre","Kristopher Brent Clark","Leigh Price","","CEDA REALTY","First Choice, REALTORS","Townbluff","3101",""
"13117301","1300","2","0","2","5227.2","False","1983","75093","2015-03-26","1373","6","1","Less Than .5 Acre (not Zero)","Mary C. Vlamides","Mary C. Vlamides","","Ebby Halliday-Leasing&Prop.Mgt","Ebby Halliday-Leasing&Prop.Mgt","Odessa","4412","Drive"
"13161183","1300","2","0","3","10454.4","False","1965","75075","2015-05-30","1310","16","1","","J. Wes Ledford","J. Wes Ledford","","Unique Real Estate","Unique Real Estate","Amherst","1424","Drive"
"13220456","1300","2","0","2","","True","1995","75093","2015-09-02","1225","43","1","","Susie Wu","Shuchi Susan Wu","","Sunet Group","Sunet Group","Preston","2524","Road"
"13265671","1300","2","0","3","7840.8","False","1962","75075","2015-10-27","1365","32","1","","Ricky Lemons","Ricky Lemons","","Keller Williams N. Collin Co.","Keller Williams N. Collin Co.","Crestridge","1103","Drive"
"13254267","1325","2","1","2","","True","1982","75075","2015-10-06","1224","12","2","Condo/Townhome Lot","Joe Pursley","Sheri Stinson","","RE/MAX Town & Country","RE/MAX North Central","Park","2204","Boulevard"
"13060033","1350","2","0","3","7405.2","False","1972","75075","2014-11-30","1507","26","1","","Angel Willeford","Amanda Shawn Thomas","","Ebby Halliday, REALTORS Frisco","Providence Group Realty","Claymore","3405","Drive"
"13060155","1350","2","0","3","6098.4","False","1996","75025","2014-12-01","1811","50","1","","Allen  Martinez","Ketan Praful Parikh","","Ohlig Group Realty","Kanam Realty Group","Mura","8241","Drive"
"13062788","1350","2","0","3","","False","1978","75075","2014-12-06","1540","12","1","","Byron Haynes","Alethea Busby","","Keller Williams Realty","WILLIAM DAVIS REALTY","Teakwood","2108","Lane"
"13102470","1350","2","0","3","10454.4","False","1976","75075","2015-02-27","1524","24","1","","Quimin Zhao","Quimin Zhao","","ANGEL REALTORS","ANGEL REALTORS","Townbluff","3004","Drive"
"13176726","1350","2","0","3","","False","1976","75075","2015-06-21","1524","19","1","","Quimin Zhao","Quimin Zhao","","ANGEL REALTORS","ANGEL REALTORS","Townbluff","3004","Drive"
"13184238","1350","2","0","3","7840.8","False","1966","75075","2015-07-02","1232","30","1","","Dean Yan","Dean Yan","","DFW Home","DFW Home","Crestridge","1119","Drive"
"13257929","1350","2","0","3","9147.6","False","1972","75075","2015-10-13","1722","12","2","","Rick Norton","Matt Norton","","Janus Real Estate Group","Janus Real Estate Group","Mill Valley","1203","Drive"
"13148912","1375","2","0","3","9365.4","False","1971","75075","2015-05-11","1410","17","1","Less Than .5 Acre (not Zero)","Dee Ann Cook","Dee Ann Cook","","Posey Property Management,Inc","Posey Property Management,Inc","Mill Valley","1233","Drive"
"13088309","1380","2","0","2","","True","1995","75093","2015-02-02","1209","88","2","","Jen Han","Jen Han","","Jen Han, REALTORS","Jen Han, REALTORS","Preston","2601","Road"
"13196199","1390","2","0","3","4791.6","False","1989","75025","2015-07-16","1521","4","1","Less Than .5 Acre (not Zero)","Deborah Kay England","Ka Fai","","Coldwell Banker Apex","Palace, Realtors","Linkwood","7916","Court"
"13080402","1395","2","0","3","6098.4","False","1986","75025","2015-01-18","1595","5","1","Less Than .5 Acre (not Zero)","Jeanine Thames","Robert Feng","","Keller Williams Realty Allen","American, REALTORS","Toddville","1625","Circle"
"13147610","1395","2","0","3","5662.8","False","1984","75075","2015-05-08","1551","12","1","","Lucy Flores Knox","Ben A. Garcia","","FloraVista Realty, LLC","Real Property Management DFW","University","1106","Drive"
"13081070","1400","2","0","3","7405.2","False","1972","75075","2015-01-26","1772","46","1","","Wendy Hulkowich","Sunny Mattern","","RE/MAX DFW Associates","Towne Square Realty","Claymore","3513","Drive"
"13087714","1400","2","0","3","5662.8","False","1983","75093","2015-01-31","1629","23","2","Less Than .5 Acre (not Zero)","Afshin Sean Moniri","Syed Ansari","","JP & Associates, REALTORS Lega","DFW1 Real Estate Services","San Mateo","4106","Drive"
"13115206","1400","1","1","2","2613.6","False","2000","75025","2015-03-23","1346","9","2","","Katrina Heintzman","Nelly Klachian","","Bamboo Realty, Inc.","Quality Care Management, LLC","Cypress Creek","937","Drive"
"13134934","1400","2","0","4","7623","False","1972","75075","2015-07-13","1569","10","1","","Patti E. Stuewe","Monte Brown, Afh","","RE/MAX DFW Associates","BSA Realty","Claymore","3309","Drive"
"13135393","1400","2","0","3","7405.2","False","1972","75075","2015-04-21","1772","17","1","","Sharra Nicole Spencer","Sunny M. Mattern","","Towne Square Realty","Towne Square Realty","Claymore","3513","Drive"
"13145842","1400","2","0","3","4791.6","False","1983","75093","2015-05-06","1480","40","1","Less Than .5 Acre (not Zero)","Kristy Purtle","Robert J. Feng","","Preferred Residential Realty","American, REALTORS","Nest","1724","Place"
"13176639","1400","1","1","3","","False","1961","75075","2015-06-20","1260","32","1","Less Than .5 Acre (not Zero)","Faisal Rehman","Kathi Stefanu","","Keller Williams Realty Allen","Keller Williams Frisco Stars","Meadowcrest","1424","Drive"
"13260853","1400","2","0","3","8537.76","False","1979","75075","2015-10-19","1680","11","1","","Lisa Younce","J. C. Posey","","Keller Williams Realty DPR","Posey Property Management,Inc","Hidden Cove","3208","Drive"
"13133874","1425","2","0","3","8015.04","False","1984","75025","2015-04-24","1453","10","1","Less Than .5 Acre (not Zero)","Cynthia Dunn","Nancy Gibbs","","Keller Williams Frisco Stars","RE/MAX Dallas Suburbs","Roberta","7820","Drive"
"13167234","1425","2","0","3","9278.28","True","1977","75075","2015-06-04","2333","6","1","Less Than .5 Acre (not Zero)","Kim Cunningham","Susan Richardson","","Ebby Halliday, REALTORS","CENTURY 21 Posey Properties","Tampico","1520","Drive"
"13248165","1425","4","0","5","7840.8","False","1997","75093","2015-09-28","3313","50","2","Less Than .5 Acre (not Zero)","Aurora Pucciarello","Brian Shuey","","Keller Williams Realty","Ebby Halliday, REALTORS","Crescent","3405","Court"
"13259278","1425","2","0","3","10890","False","1976","75075","2015-10-15","1394","16","1","","Ashley Williams","Ashley Williams","","Keller Williams Realty DPR","Keller Williams Realty DPR","Townbluff","2838","Drive"
"12186263","1445","2","0","3","8276.4","False","1985","75025","2014-07-24","1741","158","1","","Deborah Theriault","Deborah Theriault","","Local Dwelling","Local Dwelling","Sandhurst","916","Drive"
"13194794","1445","2","0","3","0","False","1983","75025","2015-07-14","1453","4","1","Less Than .5 Acre (not Zero)","Keri Schuller","Keri Schuller","","Schuller Properties, Inc.","Schuller Properties, Inc.","GANNON","1012","Drive"
"13265728","1445","2","0","3","0","False","1983","75025","2015-10-27","1453","13","1","Less Than .5 Acre (not Zero)","Yudy Maldonado","John Schuller","","Keller Williams Central","Schuller Properties, Inc.","GANNON","1012","Drive"
"13069124","1450","2","0","3","7840.8","False","1979","75093","2014-12-24","1652","13","1","Less Than .5 Acre (not Zero)","Will S. Butler","Will S. Butler","","Butler Property Company","Butler Property Company","Idaho","1904","Drive"
"13069234","1450","2","0","3","7840.8","False","1984","75025","2014-12-23","1748","82","1","","Cindy Pan","Cindy Pan","","Eastar, REALTORS","Eastar, REALTORS","Jabbet","1420","Drive"
"13071906","1450","2","0","3","4791.6","False","1984","75093","2015-01-05","1413","27","1","","Li Zeng","Li Zeng","","Eastar, REALTORS","Eastar, REALTORS","Odessa","4445","Drive"
"13100648","1450","2","1","2","2613.6","False","1983","75075","2015-02-23","1569","37","2","Less Than .5 Acre (not Zero)","Mary Anne Willits","Holly A. Barnes","","Harper Baur, LLC","Leap Property Management","Devonshire","3213","Drive"
"13101332","1450","2","1","3","2613.6","False","1975","75075","2015-02-26","1878","22","2","","James W. Fomby Abr","James W. Fomby Abr","","RE/MAX Dallas Suburbs","RE/MAX Dallas Suburbs","Earlshire","1416","Place"
"13103883","1450","2","1","3","0","False","1986","75093","2015-03-02","1508","5","2","Less Than .5 Acre (not Zero)","Suzanne Athey Crs Gri","Suzanne Athey Crs Gri","","RE/MAX Dallas Suburbs PM","RE/MAX Dallas Suburbs PM","ODESSA","4400","Drive"
"13105250","1450","2","0","3","5227.2","False","1978","75075","2015-03-04","1350","42","1","","Michael A. Ward","Lori J Ward","","Keller Williams Realty DPR","Keller Williams Realty DPR","Teakwood","2130","Lane"
"13122935","1450","2","0","3","0","False","1983","75093","2015-04-03","1743","19","1","Less Than .5 Acre (not Zero)","Patricia J. Lipscomb","Hank Wang","","Virginia Cook, REALTORS","HH House, Inc.","San Mateo","4115","Drive"
"13139545","1450","2","0","2","0","True","1995","75093","2015-04-28","1209","39","2","","Ellen Wesbrooks","Ellen Wesbrooks","","Posey Property Management,Inc","Posey Property Management,Inc","Preston","2601","Road"
"13140026","1450","2","0","3","11325.6","False","1975","75075","2015-04-30","1536","15","1","","Melanie Calvert","Clifford W. Wheeler","","Keller Williams Central","Rogers Healy and Associates","Townbluff","2832","Drive"
"13176647","1450","2","0","2","","False","1982","75093","2015-06-11","1196","29","2","Less Than .5 Acre (not Zero)","Lynette Garduno","Larry Leonard","","CENTURY 21 Posey Properties","RE/MAX Dallas Suburbs","Wells","3310","Drive"
"13184844","1450","2","0","3","7405.2","False","1962","75075","2015-07-02","1492","64","1","Less Than .5 Acre (not Zero)","Jason Falcon","Jason Falcon","","Leap Property Management","Leap Property Management","Drexel","1118","Drive"
"13203386","1450","1","0","1","","False","2015","75075","2015-07-25","797","41","1","","Heidi L. Palazzo","Heidi L. Palazzo","","Intown Properties","Intown Properties","Mapleshade","3700","Lane"
"13229111","1450","2","0","3","5227.2","False","1978","75075","2015-09-01","1327","3","1","","Michael A. Ward","Lori J Ward","","Keller Williams Realty DPR","Keller Williams Realty DPR","Teakwood","2128","Lane"
"13232792","1450","1","0","1","","False","2015","75075","2015-09-04","797","89","1","","Heidi Palazzo","Heidi Palazzo","","Intown Properties","Intown Properties","Mapleshade","3700","Lane"
"13250648","1450","2","0","3","10890","False","1976","75075","2015-09-30","1394","7","1","","Janet Shone","Ashley Williams","","Ebby Halliday, REALTORS Plano","Keller Williams Realty DPR","Townbluff","2828","Drive"
"13250851","1450","2","0","3","10890","False","1976","75075","2015-09-30","1624","34","1","Less Than .5 Acre (not Zero)","Susan Quante","Susan Quante","","RE/MAX Premier, LLC","RE/MAX Premier, LLC","Townbluff","2824","Drive"
"13055234","1453","2","0","4","0","False","1971","75075","2014-11-16","1780","51","1","","Aubrey Mark Norvell","Ellen R. Griffin","","Franklin Pinnacle","Ideal Realty, Inc.","ROUNDROCK","2401","Trail"
"13052966","1475","2","0","3","6098.4","False","1994","75075","2014-11-13","1681","72","1","","Mush Ahmed","Mush Ahmed","","Global Realty","Global Realty","Verbena","3224","Drive"
"13111591","1475","2","0","3","5227.2","False","1984","75075","2015-03-16","1461","23","1","Less Than .5 Acre (not Zero)","Ashley E. Williams","Barbara A. Van Poole Crs Gri","","Keller Williams Realty DPR","Keller Williams Realty DPR","Wimbledon","1108","Lane"
"13042116","1495","2","0","3","","False","1971","75075","2014-10-24","2216","52","1","","Mary Carlino","Pei-Wen Ting","","Keller Williams Realty Plano","Grand Ark LLC","Leameadow","2733",""
"13050491","1495","2","0","3","","False","1981","75075","2014-11-07","1761","78","1","","Helen M. Curry Abr","Cynthia Greco","","Ebby Halliday, REALTORS-Coit","Premise Realty, LLC","Wimbledon","1114","Lane"
"13068259","1495","2","0","3","","False","1983","75025","2014-12-19","1944","33","1","","Vern Hammett","Stephan Sobhani","","Virginia Cook, REALTORS","WILLIAM DAVIS REALTY","Kesser","1325","Drive"
"13069728","1495","2","0","3","","False","1982","75025","2014-12-27","1633","12","1","Less Than .5 Acre (not Zero)","Antonio Veyra Sanvictores","Antonio Veyra Sanvictores","","RE/MAX Dallas Suburbs","RE/MAX Dallas Suburbs","Aaron","7916","Circle"
"13069983","1495","2","0","3","4791.6","False","1987","75025","2014-12-29","1513","7","1","Less Than .5 Acre (not Zero)","Amber Alicia Bugay","Michael Hughes","","Providence Group Realty","Martin Hughes Realty","Radford","7704","Circle"
"13076251","1495","3","0","4","9975.24","False","1973","75075","2015-01-11","2521","18","1","","Kym Karen Sanders","Lorrie Frazin","","Keller Williams Central","Ultima Real Estate","DARTMOUTH","2908","Drive"
"13081286","1495","2","0","3","4791.6","False","1984","75093","2015-01-18","1486","29","1","","Katherine Kerns","Katherine Kerns","","Grand Advantage Realty LLC","Grand Advantage Realty LLC","Odessa","4409","Drive"
"13093974","1495","2","0","3","","False","1988","75025","2015-02-11","1664","8","1","","Rachel Holmquist","Keren Bar Haim","","Holmquist & Associates Realty","Richardson Realty","Gibsland","7904",""
"13120447","1495","2","0","3","6534","False","1981","75075","2015-03-31","1927","3","1",".5 Acre to .99 Acre","Cindy Green Abr","Ryan Gehris","","Keller Williams N. Collin Co.","USRealty.com, LLP","Wimbledon","1113","Lane"
"13164431","1495","1","1","2","2526.48","False","2002","75093","2015-06-02","1418","8","2","","Stacey Elizabeth Feltman","Ernest Paty","","Ebby Halliday, REALTORS Frisco","First Texas Property Managemen","Parma","3237","Lane"
"13177589","1495","1","1","2","2962.08","False","2003","75093","2015-06-22","1460","99","2","Condo/Townhome Lot","Harold Carter","Darrin Pennartz Bpor","","Harold Carter, REALTORS Plano","RE/MAX DFW Associates","Rembrandt","7245","Drive"
"13228146","1495","2","0","3","5401.44","False","1984","75075","2015-08-31","1714","35","1","Less Than .5 Acre (not Zero)","Carla Whitefield","Brandon S Watkins","","Yana Realty","Keller Williams Realty Plano","Wimbledon","1104","Lane"
"13260860","1495","2","0","4","8232.84","False","1974","75075","2015-10-19","1941","7","1","Less Than .5 Acre (not Zero)","Joe Worley","J. C. Posey","","Phillips Realty Group & Assoc","Posey Property Management,Inc","Wentworth","3325","Street"
"13189254","1499","2","0","3","10890","False","1982","75025","2015-07-08","1626","16","1","Less Than .5 Acre (not Zero)","Amanda Chin","Maya Rotman","","DFW iRealty LLC","Ultima Real Estate","Hook","7901","Drive"
"12157809","1500","2","0","3","8712","False","1984","75025","2014-06-09","1741","65","1","Less Than .5 Acre (not Zero)","Amanda Chin","Michael Slaughter","","DFW iRealty LLC","OmniKey Realty, LLC.","Purcell","805","Drive"
"13061380","1500","2","0","3","0","False","1990","75075","2014-12-01","1720","52","1","Less Than .5 Acre (not Zero)","Victoria Anne Cecil","Tom Sowell","","JP & Associates Realtors Legac","Goodloe Realty Services,Inc","RAYWOOD","805","Circle"
"13067941","1500","2","0","3","10890","False","1971","75075","2014-12-19","1763","21","1","","Rhiannon Buono","Pate Denton","","RE/MAX DFW Associates","Signature Leasing & Management","Colfax","2733","Circle"
"13069981","1500","2","0","3","8537.76","False","1979","75075","2014-12-29","1680","21","1","","Galit Zohar Kauf","J.C. Posey","","RE/MAX Premier Properties","Posey Property Management,Inc","Hidden Cove","3208","Drive"
"13070494","1500","2","0","3","5227.2","False","1987","75025","2015-02-02","1759","45","1","Less Than .5 Acre (not Zero)","Mike Tavakoli","Mike Tavakoli","","Home Investment Realty","Home Investment Realty","Vienna","7820","Drive"
"13084750","1500","2","0","3","0","False","1986","75025","2015-01-29","1758","16","1","","Shahid Siddiqui","Peggy E. Case, Abr","","RE/MAX Dallas Suburbs","RE/MAX DFW Associates","Vienna","7808","Drive"
"13091269","1500","2","1","2","2395.8","False","2005","75025","2015-02-06","1452","34","2","","Randal Newhouse","Randal Newhouse","","RE/MAX Dallas Suburbs II","RE/MAX Dallas Suburbs II","Wendy","7913","Lane"
"13102523","1500","2","1","3","","False","1984","75075","2015-03-06","1788","20","2","Less Than .5 Acre (not Zero)","Melissa Mcgarity","Melissa Mcgarity","","Dallas City Center Realtors","Dallas City Center Realtors","Devonshire","3109","Drive"
"13108655","1500","2","0","3","","False","1997","75075","2015-03-11","1454","8","1","Zero Lot","Robert Danzi","Robert Danzi","","True Realty Services, Inc.","True Realty Services, Inc.","Bachman","1833","Court"
"13109361","1500","2","1","3","4356","False","2000","75025","2015-03-13","1585","15","2","","David Riche","Terri C. Mccoy","","Keller Williams Realty Allen","Keller Williams Realty Plano","Cypress Creek","913","Drive"
"13126307","1500","2","0","3","7840.8","False","1972","75075","2015-04-08","1430","3","1","Less Than .5 Acre (not Zero)","Tasha Ancira Roberts","Tasha Ancira Roberts","","Resource Property Management","Resource Property Management","Claymore","3324","Drive"
"13141187","1500","2","0","4","","False","1976","75075","2015-04-30","1705","8","2","","Alan Adams","Pei-Wen Ting","","Ai Group Realty","Grand Ark LLC","Townbluff","3100","Drive"
"13146382","1500","2","0","3","9583.2","False","1979","75075","2015-05-06","1819","4","1","","Judie Diaz Curry","Jimmy Tong","","Ebby Halliday, REALTORS Plano","Homeland Properties","Leathertop","3828","Drive"
"13153791","1500","2","0","3","8276.4","False","1984","75025","2015-05-18","1453","10","1","","Will S. Butler","Will S. Butler","","Butler Property Company","Butler Property Company","Filmore","804","Drive"
"13158972","1500","2","0","3","9975.24","False","1985","75025","2015-05-27","1665","15","1","Less Than .5 Acre (not Zero)","Brian P Miller","Suzanne Athey Crs Gri","","RE/MAX Dallas Suburbs","RE/MAX Dallas Suburbs PM","Mullins","7508","Drive"
"13161212","1500","1","0","1","535352.4","True","1991","75093","2015-05-28","650","18","1","","Brian Bergersen","Brian Bergersen","","Spectrum Properties, Ltd.","Spectrum Properties, Ltd.","Old Shepard","5000","Place"
"13194840","1500","2","1","3","2613.6","False","1988","75075","2015-07-14","1639","31","2","Condo/Townhome Lot","Jim Fan","Jim Fan","","DFW Home","DFW Home","Devonshire","3313","Drive"
"13195908","1500","2","0","2","0","True","1995","75093","2015-07-15","1209","21","2","","Monique Annette Wilson","Jim Fan","","BSA Realty","DFW Home","Preston","2601","Road"
"13226491","1500","2","0","3","","False","1999","75013","2015-08-28","1518","14","1","","Traci Lindfors","Holly Lynn Zito","","ZITO REAL ESTATE PROS","ZITO REAL ESTATE PROS","Saint Anne","2054","Drive"
"13236890","1500","2","0","3","0","False","1978","75075","2015-09-12","2000","34","1","","Janine Evans","J.C. Posey","","The Michael Group","Posey Property Management,Inc","SADDLEHEAD","3817","Drive"
"13259703","1500","2","0","3","5662.8","False","1982","75093","2015-10-16","1541","18","1","","Greg Fowler","Chaojing Chang","","Keller Williams Realty DPR","United Real Estate","Nest","1610","Place"
"13261115","1500","2","0","3","","False","1983","75025","2015-10-20","1452","13","1","","Jordan Lott","Longbin Li","","Reology Group, LLC.","31 Realty, LLC","Freeland","7920","Drive"
"13268392","1500","2","0","3","7405.2","False","1993","75025","2015-11-02","1514","10","1","Less Than .5 Acre (not Zero)","Diego Villarreal","Detian Cao","","AMX Realty","DTC Realty of America LLC","Mccarran","2309","Drive"
"13223268","1510","2","0","3","4791.6","False","1983","75093","2015-08-21","1629","55","2","Less Than .5 Acre (not Zero)","Barbara Van Poole","Dianne Fox Abr Crs Gri","","Keller Williams Realty DPR","Collin County Realty, Inc.","Wells","3402","Drive"
"13110942","1525","2","0","3","","False","1984","75025","2015-03-16","1608","46","1","","Stella Bitner Gri Sres","Marvene J. Ozaeta","","RE/MAX Premier Properties","MetRes,Inc.","Slater","7808","Trail"
"13124316","1525","2","0","3","6969.6","False","1989","75025","2015-04-06","1759","5","1","","Ronnie Vokolek","Ronnie Vokolek","","Gerald Vokolek","Gerald Vokolek","Toddville","1633","Drive"
"13152525","1525","2","0","3","11325.6","False","1982","75025","2015-05-15","1460","41","1","Less Than .5 Acre (not Zero)","Charles E. Elias","Michael Slaughter","","CENTURY 21 Posey Properties","OmniKey Realty, LLC.","Aaron","7917","Circle"
"13248308","1525","2","0","3","9147.6","False","1982","75093","2015-10-02","1430","9","1","Less Than .5 Acre (not Zero)","Cindy Bryant","Pamela Boronski","","Ebby Halliday, REALTORS","Ebby Halliday, REALTORS","Ables","2300","Drive"
"13062044","1550","2","0","3","5662.8","False","1997","75013","2014-12-04","1672","68","1","Less Than .5 Acre (not Zero)","Rick Allen Baker","Ting Feng","","Coldwell Banker Res. Frisco","Palace, Realtors","Knights","2033","Court"
"13065762","1550","2","0","3","10018.8","False","1963","75075","2014-12-13","1644","38","1","Less Than .5 Acre (not Zero)","Colby Ryan Mann","Cassandra Stahl","","Coldwell Banker Res. Frisco","Covenant Realty Corp","Edgefield","909","Drive"
"13069509","1550","2","0","3","","True","1978","75075","2014-12-26","1967","28","1",".5 Acre to .99 Acre","Min Lin Lin","Min Lin Lin","","Grand Ark LLC","Grand Ark LLC","Druid","901","Drive"
"13080092","1550","2","0","3","5662.8","False","1978","75075","2015-01-17","1701","44","1","","Charlene E. Winter","Georgiana Jennings","","New Age Real Estate","New Age Real Estate","Teakwood","2102","Lane"
"13090581","1550","2","0","3","6534","False","1985","75025","2015-02-05","1436","50","1","Less Than .5 Acre (not Zero)","Kimberly Mccarty","Valerie Alfred","","Keller Williams Realty Allen","Valerie Alfred Realty Group","Urbana","1621","Circle"
"13092819","1550","2","0","3","6490.44","False","1994","75025","2015-02-19","1748","23","1","","Nick Lianos","Nick Lianos","","ONEprop","ONEprop","Windford","3925","Drive"
"13092867","1550","2","0","2","","False","2001","75093","2015-02-10","1514","6","1","Zero Lot","Melody Warren","Keri Schuller","","RE/MAX Dallas Suburbs","Schuller Properties, Inc.","Rembrandt","7012",""
"13101559","1550","2","0","4","7840.8","False","1985","75025","2015-02-25","1636","15","1","","Randal Newhouse","Cole T. Sawyer","","RE/MAX Dallas Suburbs II","S & S Property Services","Ledgemont","905","Drive"
"13101589","1550","2","0","3","9147.6","False","1983","75093","2015-03-03","1881","17","1","Less Than .5 Acre (not Zero)","Yesenia Leos Wells","Leigh Price","","Ebby Halliday, REALTORS","First Choice, REALTORS","Emerson","4016","Drive"
"13105884","1550","2","0","3","9147.6","False","1984","75025","2015-03-06","1741","56","1","Less Than .5 Acre (not Zero)","Pam P. Hudson","Pam P. Hudson","","Keller Williams Realty Arlington","Keller Williams Realty Arlington","Filmore","805","Drive"
"13118696","1550","2","1","2","3484.8","False","2000","75025","2015-03-30","1535","12","2","Zero Lot","John Mayer","John Mayer","","WILLIAM DAVIS REALTY","WILLIAM DAVIS REALTY","Cypress Creek","920","Drive"
"13131766","1550","2","0","3","6098.4","False","1994","75075","2015-04-16","1869","41","1","Less Than .5 Acre (not Zero)","Leigh Price","Leigh Price","","First Choice, REALTORS","First Choice, REALTORS","Pimernel","837","Lane"
"13200226","1550","1","1","2","2613.6","False","2002","75093","2015-07-22","1415","3","2","Condo/Townhome Lot","Patricia B. Tipps","Cindy O'gorman","","Ebby Halliday, REALTORS","Ebby Halliday, REALTORS","Parma","3253","Lane"
"13227320","1550","2","0","3","5662.8","False","1982","75093","2015-08-28","1541","34","1","","Chaojing Chang","Chaojing Chang","","United Real Estate","United Real Estate","Nest","1610","Place"
