"MLS Number ","Close Price","Baths Full","Baths Half","Beds Total","Lot Size SqFt","Pool","Yr Built","Zip Code","Listing Contract Date","SqFt Total","DOM","Number Of Stories","Lot Size","Selling Agent Full Name","List Agent Full Name","1st Financing","Selling Office Name","List Office Name","Street Name","Street Number","Street Type"
"13060047","1695","2","0","4","6534","False","2014","75071","2014-11-30","2001","47","1","Less Than .5 Acre (not Zero)","Bobby D. Frasier","Carrie Yu","","Kennerly Properties","H & Y Real Estate, LLC.","Pecan Meadow","4009","Drive"
"13066333","1695","2","0","3","6098.4","False","2005","75071","2014-12-15","1613","24","1","Less Than .5 Acre (not Zero)","Allen  Martinez","Ketan Praful Parikh","","Ohlig Group Realty","Kanam Realty Group","Stags Leap","908","Drive"
"13075293","1695","2","1","4","0","False","2006","75071","2015-01-08","2650","67","2","Less Than .5 Acre (not Zero)","Vimal Sarna","Rhonda Hathaway","","Ambiance Realty","ONEprop","SHASTA","8305","Drive"
"13076012","1695","3","0","4","5662.8","False","2006","75070","2015-01-14","2028","8","1","Less Than .5 Acre (not Zero)","Saman Ilangasinghe","Saman Ilangasinghe","","Global Realty","Global Realty","Olympia","8209","Drive"
"13076124","1695","2","0","4","","False","2005","75070","2015-01-10","1910","12","1",".5 Acre to .99 Acre","Brian Patrick","Brian Patrick","","Superior Realty LLC","Superior Realty LLC","Wales","2512",""
"13082277","1695","2","1","4","6969.6","False","2001","75071","2015-01-21","2662","102","2","Less Than .5 Acre (not Zero)","Marjorie D Wagner","Marjorie D Wagner","","Premier Realty Service #355","Premier Realty Service #355","Sundance","2608","Drive"
"13086497","1695","2","0","3","8276.4","False","1999","75070","2015-01-30","2065","44","1","Less Than .5 Acre (not Zero)","George Moozhayil","George Moozhayil","","Dallas Ark, REALTORS","Dallas Ark, REALTORS","Cypress Point","2808","Drive"
"13088686","1695","2","0","3","7405.2","False","1999","75070","2015-02-03","1971","57","1","Less Than .5 Acre (not Zero)","Ruth Ann Lowman Gri","Parveen Khurana","","Ebby Halliday, REALTORS McK","Global Realty","Petunia","5517","Drive"
"13090785","1695","2","0","3","6098.4","False","2002","75070","2015-02-05","1780","14","1","","Hina J. Ali","Bill Fife","","Keller Williams Realty Plano","Fife & Associates Realty, LLC","Charles","6613","Trail"
"13092132","1695","2","1","3","5227.2","False","2002","75070","2015-02-09","2353","62","2","Less Than .5 Acre (not Zero)","Elizabeth Erin Alford","Ketan Praful Parikh","","Keller Williams Realty DPR","Kanam Realty Group","Inland","1100","Lane"
"13134709","1695","2","1","4","6098.4","False","1995","75070","2015-04-27","2486","49","2","Less Than .5 Acre (not Zero)","Diane Montoya","Michael J. Ripperger","","D&B Real Estate","Keller Williams N. Collin Co.","Trailwood","3019","Drive"
"13139000","1695","2","0","3","5662.8","False","2006","75071","2015-04-30","2156","11","1","","Tara Walker","Ping C Hui","","RE/MAX Performance Group","Grand Ark LLC","Timber Ridge","3221","Trail"
"13139615","1695","2","0","3","","False","2005","75070","2015-04-28","2079","21","1","","Brian C. Lindley","Pei-Wen Ting","","Mike Mazyck Realty","Grand Ark LLC","St Johns","2821","Drive"
"13160139","1695","2","0","4","7318.08","False","2003","75071","2015-05-29","2244","32","1","Less Than .5 Acre (not Zero)","Lisa Hempkins","Ken Raupple","","Keller Williams Realty Allen","Castle Keepers, Inc.","Juliette","8304","Drive"
"13161552","1695","2","0","4","10018.8","False","1993","75071","2015-05-31","2146","4","1","Less Than .5 Acre (not Zero)","Charlene Ledbetter","Cliff Freeman Gri","","Keller Williams N. Collin Co.","This Is It! Realty","Creekstone","3611","Court"
"13167458","1695","2","0","4","7405.2","False","2003","75071","2015-06-06","1944","25","1","","Shalene Morrison","Elie Tabbah, Rebac","","1st Leading Edge Real Estate","DFW Realty","Stonecrest","5124","Drive"
"13167616","1695","2","0","3","0","False","2004","75070","2015-08-29","1804","13","1","Less Than .5 Acre (not Zero)","Dana Inman","Betsy Tunnell","","Frontier Properties","Tunnell Connection, REALTORS","BURTON","7613","Lane"
"13168496","1695","2","0","3","5227.2","False","2004","75070","2015-06-09","1817","69","1","Less Than .5 Acre (not Zero)","Kendra Sue Mckiddy","Deanna Pritchett","","CENTURY 21 Judge Fite Co.","Coldwell Banker Apex","Regal Oaks","9113","Drive"
"13168882","1695","2","0","4","4791.6","False","2000","75070","2015-06-10","2092","61","1","Less Than .5 Acre (not Zero)","Debra Shanks","Cheryl Belew","","RE/MAX Four Corners","COLDWELL BANKER RESIDENTIAL BROKERAGE","Geranium","5033","Court"
"13172417","1695","2","0","3","5662.8","False","2000","75070","2015-06-18","1890","5","1","Less Than .5 Acre (not Zero)","Saman C. Ilangasinghe","Saman C. Ilangasinghe","","Global Realty","Global Realty","Berkshire","6124","Road"
"13176314","1695","2","0","4","7405.2","False","2004","75071","2015-06-19","2254","13","1","Less Than .5 Acre (not Zero)","Irina V. Gleman Gri","Irina V. Gleman Gri","","Coldwell Banker Res Plano","Coldwell Banker Res Plano","Uvalde","7716","Way"
"13184006","1695","2","0","4","8058.6","False","2002","75070","2015-07-01","2471","31","2","Less Than .5 Acre (not Zero)","Richard Turnipseed","Julie R. Godwin, Epro","","Keller Williams Realty Allen","Godwin Group, LLC.","Pinecone","3404","Drive"
"13186707","1695","2","0","3","5662.8","False","2004","75071","2015-07-06","2242","7","1","Less Than .5 Acre (not Zero)","Joe Iley","Joe Iley","","Mission Real Estate Group","Mission Real Estate Group","Bentwood","2824","Way"
"13194364","1695","2","1","4","7623","False","2004","75071","2015-07-13","2740","1","2","Less Than .5 Acre (not Zero)","Maurice Lee","Frank Gilliam","","Distinguished Realty Group,LLC","Circle C Properties N Texas","Mapleshade","213","Drive"
"13203385","1695","2","0","3","6098.4","False","1997","75070","2015-07-27","2151","85","1","Less Than .5 Acre (not Zero)","Hyun Seo","Hyun Seo","","Action Realty Group","Action Realty Group","Brentwood","3210","Drive"
"13214984","1695","2","0","4","6098.4","False","2004","75071","2015-09-05","2005","23","1","Less Than .5 Acre (not Zero)","Betsy Tunnell","Betsy Tunnell","","Tunnell Connection, REALTORS","Tunnell Connection, REALTORS","Willow Tree","713","Drive"
"13221689","1695","2","1","4","8276.4","False","1985","75071","2015-08-19","2235","6","1","","Brandi Hargrove, Maps","Kimberlee F. Kankel","","Nu Home Source Realty, LLC","Ebby Halliday, REALTORS McK","Deer","3019","Trail"
"13225168","1695","2","0","4","7840.8","False","1998","75070","2015-08-25","1927","40","1","","Wei-Shing Chen","Wei-Shing Chen","","Homeland DFW Realty","Homeland DFW Realty","Bayberry","3701","Court"
"13225193","1695","2","0","4","","False","2002","75070","2015-08-26","2152","8","1","Less Than .5 Acre (not Zero)","Shiau Ching Lee","Justin Yang","","31 Realty, LLC","WILLIAM DAVIS REALTY","Spicewood","5009","Drive"
"13228050","1695","2","0","4","8276.4","False","1999","75070","2015-08-31","2132","4","1","","Sherri Kirkham","Leo Liu","","Keller Williams Realty Plano","ProLead Realty Group","Pinetree","3736","Drive"
"13239152","1695","2","0","3","6534","False","1996","75070","2015-09-16","2039","24","1","","George Tak","George Tak","","Jual Properties, INC.","Jual Properties, INC.","Monte Vista","4603","Lane"
"13248951","1695","3","0","4","5662.8","False","2006","75070","2015-09-29","2028","48","1","Less Than .5 Acre (not Zero)","Kim Gambino","Saman Ilangasinghe","","Eastoria Real Estate, Inc","Global Realty","Olympia","8209","Drive"
"13031587","1700","2","1","3","6534","False","2002","75071","2014-10-05","2532","125","2","","Kyle Byrom","Marjorie D Wagner","","Berkshire HathawayHS PenFed TX","Premier Realty Service #355","Austin","808","Lane"
"13046679","1700","2","1","2","","True","2012","75070","2014-11-03","1737","66","2","","David R. Coffey","David R. Coffey","","Keller Williams N. Collin Co.","Keller Williams N. Collin Co.","Mesquite","5424","Drive"
"13058169","1700","2","1","4","6098.4","False","2002","75071","2014-11-23","2600","69","2","Less Than .5 Acre (not Zero)","Angela S. Wellborn","Sarah Wages","","Novus Real Estate","CEDA REALTY","Shady Grove","2620","Lane"
"13062361","1700","2","0","4","8712","False","2000","75070","2014-12-05","2097","8","1","","Linda Callicutt","Judy Zhu","","Ebby Halliday, REALTORS","ProLead Realty Group","Mereta","2100","Drive"
"13063616","1700","2","0","3","6098.4","False","2004","75071","2014-12-09","1960","35","1","","Marilyn Iness","Marilyn Iness","","Coldwell Banker Apex","Coldwell Banker Apex","Willow Tree","817","Drive"
"13069774","1700","2","1","3","","False","1999","75070","2014-12-26","2306","77","2","Less Than .5 Acre (not Zero)","Michael Dale Lucia","Christie Cannon","","Keller Williams N. Collin Co.","Keller Williams Frisco Stars","Cedar Crest","4711","Drive"
"13079310","1700","2","1","4","7405.2","False","2003","75070","2015-01-15","2441","4","2","","Melinda L. Stone","Kal Sabagh","","Coldwell Banker Apex","WILLIAM DAVIS REALTY","Whitestone","6701","Drive"
"13082578","1700","2","0","4","6054.84","False","1997","75071","2015-01-21","2285","26","1","Less Than .5 Acre (not Zero)","Cheryl Renee Brewster","Chris Fetrow","","Ebby Halliday, REALTORS Frisco","RE/MAX Four Corners","Forest Lawn","5116","Drive"
"13087597","1700","2","0","4","0","False","2003","75071","2015-01-31","2311","28","1","Less Than .5 Acre (not Zero)","Sharon Ann Allen","Carrie Yu","","Keller Williams Realty Allen","H & Y Real Estate, LLC.","Briarwood","5404","Drive"
"13091614","1700","2","0","3","","False","2001","75070","2015-02-06","1638","12","1","","Jessica Rabah","Maryanne Pochyla","","RE/MAX DFW Associates","Keller Williams Frisco Stars","Bryce Canyon","7116","Drive"
"13103661","1700","3","1","4","3484.8","False","2003","75070","2015-03-03","2455","21","2","Less Than .5 Acre (not Zero)","Non-Mls Member","Robert Feng","","NON MLS","American, REALTORS","Verdi","7216","Way"
"13106659","1700","2","0","3","6534","False","1998","75070","2015-03-07","1820","32","1","Less Than .5 Acre (not Zero)","Laura Lee Mcgraw","Tasha Ancira Roberts","","The McGraw Team","Resource Property Management","Basil","4608","Drive"
"13112377","1700","2","0","3","6098.4","False","2012","75071","2015-03-20","1861","17","1","","Tanya Rae Lugones","Tanya Rae Lugones","","RE/MAX DFW Associates","RE/MAX DFW Associates","Buchanan","3728","Street"
"13113587","1700","2","0","4","7405.2","False","2002","75070","2015-03-19","2170","7","1","Less Than .5 Acre (not Zero)","Danna K. Smith Abr Gri","Kelly Brand","","Ebby Halliday, REALTORS-Allen","Ebby Halliday, REALTORS-Coit","Royal Oaks","1004","Drive"
"13117492","1700","2","0","3","5662.8","False","2005","75070","2015-03-26","1846","15","1","","Rui  Hampton","Kal Sabagh","","Keller Williams Realty Allen","WILLIAM DAVIS REALTY","Brighton","4624","Drive"
"13118904","1700","2","0","4","5357.88","False","2005","75071","2015-03-28","2110","49","1","Less Than .5 Acre (not Zero)","Debra Shanks","Donna B Thomas Crs","","RE/MAX Four Corners","DBThomas Properties","Fair Timber","2808","Way"
"13128017","1700","2","0","4","7840.8","False","2004","75071","2015-04-17","1997","14","1","Less Than .5 Acre (not Zero)","Kim Price","Jane Lee","","Keller Williams N. Collin Co.","TREO Group","Uvalde","7712","Way"
"13130193","1700","2","0","4","","False","1999","75070","2015-04-14","2187","77","1","","Christa Paulson","Yao Shen","","Coldwell Banker Apex -McKinney","DFW Home","ALEX","3700","Court"
"13133217","1700","2","0","4","6534","False","2004","75070","2015-04-17","2131","28","1","Less Than .5 Acre (not Zero)","Melissa Rose","Justin Henry","","Justin Henry Real Estate Advis","Justin Henry Real Estate Advis","Ozark","2620","Cove"
"13142987","1700","2","0","4","6969.6","False","1999","75070","2015-05-04","1877","3","1","Less Than .5 Acre (not Zero)","Edward Stephen Utley","Becky Rensing","","Keller Williams N. Collin Co.","Classic Homes Realty LLC","Turtle","5405","Way"
"13145420","1700","2","0","3","5227.2","False","2007","75070","2015-05-05","1900","38","1","","Janet Lynn Mitchell","Amit Sachdev","","Homecity, Inc.","Sunshine Realtors LLC","Pebble Ridge","5733","Drive"
"13147153","1700","2","0","3","5662.8","False","2004","75070","2015-05-07","1897","8","1","Less Than .5 Acre (not Zero)","Joanne L. Bryan","Hua Carrie Yu","","Ebby Halliday, REALTORS","H & Y Real Estate, LLC.","Lynnwood","2712","Lane"
"13148730","1700","2","1","3","6969.6","False","2002","75070","2015-05-12","2392","34","2","Less Than .5 Acre (not Zero)","Michael J. Ripperger","Michael J. Ripperger","","Keller Williams N. Collin Co.","Keller Williams N. Collin Co.","Spicewood","5001","Drive"
"13153123","1700","2","0","4","8712","False","2006","75071","2015-05-17","1924","47","1","Less Than .5 Acre (not Zero)","Jessica  Boozer","Courtney Laine Hugghins","","JP & Associates, REALTORS Upto","Keller Williams N. Collin Co.","Lakefront","400","Court"
"13156670","1700","2","0","3","5227.2","False","2002","75070","2015-05-23","1702","18","1","Less Than .5 Acre (not Zero)","Tamara E. Bennett","James M. Christ","","JP & Associates, REALTORS Plan","JP & Associates, REALTORS Plan","Golden Wheat","5205","Lane"
"13170264","1700","2","0","3","5227.2","False","2006","75071","2015-06-11","2533","5","2","Less Than .5 Acre (not Zero)","Brandy Schultz","Bob Huskerson","","Orbit Realty Group, LLC","Ebby Halliday, REALTORS","Foxfield","3416","Trail"
"13173155","1700","2","0","4","6098.4","False","1999","75070","2015-06-16","1860","15","1","Less Than .5 Acre (not Zero)","Whitney Michelle Cathey","Robert Yen","","Keller Williams Realty Plano","Supreme Realty","Avery","3017","Lane"
"13181516","1700","2","0","3","5227.2","False","2002","75070","2015-06-29","1702","3","1","Less Than .5 Acre (not Zero)","Julie Clemons","James M. Christ","","Keller Williams Realty Allen","JP & Associates, REALTORS Plan","Golden Wheat","5205","Lane"
"13196880","1700","2","1","3","6708.24","False","2003","75070","2015-07-16","2545","18","2","","Kristin D. Palacios","Renhong Lai","","Rogers Healy and Associates","DFW Home","Talbot","4204","Lane"
"13199505","1700","2","0","3","5967.72","False","1999","75070","2015-07-20","1890","12","1",".5 Acre to .99 Acre","Jan Dubell","Renhong Lai","","Big D Real Estate Service, LLC","DFW Home","Aberdeen","2205","Avenue"
"13203043","1700","2","0","4","7840.8","False","2006","75071","2015-07-25","1947","3","1","","Steve Hubbard","Yiqun Xie","","Keller Williams N. Collin Co.","Beam Real Estate, LLC","Val Verde","7625","Drive"
"13207696","1700","2","0","4","10846.44","False","2002","75070","2015-07-30","2131","5","1","Less Than .5 Acre (not Zero)","Uzziel Valdiviezo","James Wu","","Rivera Realty","Novus Real Estate","Spring","2505","Drive"
"13209769","1700","2","0","3","6098.4","False","2010","75071","2015-08-03","2010","11","1","","Pareen Desai","Dganit Tuval","","Global Realty","RE/MAX Dallas Suburbs","Gregory","3813","Drive"
"13212138","1700","3","0","4","6098.4","False","2005","75070","2015-08-05","2132","1","1","","Iryna Mitchell","Iryna Mitchell","","RE/MAX DFW Associates","RE/MAX DFW Associates","Monroe","2300","Drive"
"13220816","1700","2","1","3","6098.4","False","2001","75070","2015-08-19","1952","7","1",".5 Acre to .99 Acre","Cynthia Brugge","Bill D. Sabino Crs Sfr","","ISD REALTORS Allen","RE/MAX Premier, LLC","Stoney","5208","Trail"
"13222616","1700","2","0","3","3049.2","False","2010","75070","2015-08-20","1921","0","1","Zero Lot","Joe Don Worley","Jane Lee","","Phillips Realty Group & Assoc","TREO Group","Silver Buckle","5708","Drive"
"13235788","1700","2","0","3","5227.2","False","2006","75071","2015-09-10","2533","18","2","Less Than .5 Acre (not Zero)","Bob Huskerson","Bob Huskerson","","Ebby Halliday, REALTORS","Ebby Halliday, REALTORS","Foxfield","3416","Trail"
"13251979","1700","3","0","4","6969.6","False","2003","75070","2015-10-04","2111","42","2","Less Than .5 Acre (not Zero)","Dong Wu","Dong Wu","","Sunet Group","Sunet Group","Orchid","2412","Drive"
"13266219","1700","2","0","3","8276.4","False","1999","75070","2015-10-28","1924","21","1","","Lisa Flaggert","Shelley Wang","","Ebby Halliday, REALTORS-Allen","DFW Home","Violet","5601","Court"
"13268045","1700","2","1","3","6446.88","False","1999","75070","2015-10-31","2554","6","2","Less Than .5 Acre (not Zero)","Jim Fan","Jim Fan","","DFW Home","DFW Home","Palo Duro Canyon","2809","Drive"
"13053173","1725","2","1","4","6098.4","False","2005","75071","2014-11-13","3040","80","2","","Leann M. Ray","Marjorie D Wagner","","CEDA REALTY","Premier Realty Service #355","Grant","3305","Street"
"13066889","1725","2","1","3","5227.2","False","2008","75071","2014-12-17","2176","54","2","","Christopher A. Dietz","Christopher A. Dietz","","Silberman Realty","Silberman Realty","Twin Knoll","617","Drive"
"13068885","1725","2","1","4","6098.4","False","2001","75071","2014-12-22","2703","130","2","Less Than .5 Acre (not Zero)","Rick Legg","Marjorie D Wagner","","Renee Mears Realtors","Premier Realty Service #355","Timberbrook","2545","Trail"
"13090247","1725","2","0","4","8276.4","False","2004","75071","2015-02-04","2235","83","1","Less Than .5 Acre (not Zero)","Wayne R. Garcia","Randy Hughes","","Dave Perry Miller Real Estate","RE/MAX Dallas Suburbs","Shasta","7809","Drive"
"13127630","1725","2","1","4","","False","1998","75070","2015-04-09","2227","8","2","","Jim Harvey","Jim Harvey","","RE/MAX North Central","RE/MAX North Central","Rush Creek","2916","Road"
"13157418","1725","2","0","4","0","False","2005","75071","2015-05-23","2028","45","1","Less Than .5 Acre (not Zero)","Stacy Solomon","Michael A. Ward","","Ebby Halliday, REALTORS-Allen","Keller Williams Realty DPR","SHASTA","7600","Drive"
"13179846","1725","2","0","3","7840.8","False","1997","75071","2015-06-25","2264","18","1","Less Than .5 Acre (not Zero)","Ronda L. Leto Crs Gri","Grace Choi","","Ebby Halliday, REALTORS-Allen","Platinum Realty Services","Lake Village","208","Drive"
"13196545","1725","2","0","3","10018.8","False","2002","75070","2015-07-16","2052","15","1","","Efina Estrada","Michelle Myers","","RE/MAX Dallas Suburbs","Rogers Healy and Associates","Champlain","2405","Way"
"13198840","1725","2","1","3","","False","1999","75070","2015-07-20","1863","43","2","Zero Lot","Mary Thompson","Elise C. Self Gri","","David Bush Realtors","Ebby Halliday, REALTORS McK","Enclave","5028","Court"
"13203541","1725","2","0","4","5662.8","False","2002","75070","2015-08-07","2095","15","1","Less Than .5 Acre (not Zero)","Hua Carrie Yu","Hua Carrie Yu","","H & Y Real Estate, LLC.","H & Y Real Estate, LLC.","Winding","513","Lane"
"13211487","1725","2","0","3","6969.6","False","1994","75070","2015-08-04","2306","31","1","","Gina Branch","Timothy G. Smith","","RE/MAX Dallas Suburbs","Keller Williams Central","Falconet","8602","Circle"
"13220558","1725","2","0","3","6969.6","False","2005","75070","2015-08-18","1932","14","1","Less Than .5 Acre (not Zero)","Karl Morold","Ting Feng","","RE/MAX DFW Associates","Palace, Realtors","Worchester","4500","Lane"
"13231942","1725","2","0","3","","False","2001","75070","2015-09-03","2061","49","1","","Deborah Guido","Gerald Alan Bushnell","","Realty One D.F.W.","Ace Realty, Inc","Bryce Canyon","7132",""
"13259081","1725","2","1","4","6098.4","False","2006","75070","2015-10-15","3078","19","2","Less Than .5 Acre (not Zero)","Carrie Lin","Carrie Lin","","Real Plus Realty","Real Plus Realty","Quicksilver","5805","Drive"
"13263996","1725","2","1","4","6098.4","False","2005","75071","2015-10-22","3040","29","2","","Cameron Coles","Marjorie Wagner","","Keller Williams - Park Cities","Premier Realty Service #355","Grant","3305","Street"
"13270989","1725","2","0","3","4791.6","False","2002","75070","2015-11-13","1748","4","1","Less Than .5 Acre (not Zero)","Rafael Babadzhanov","Rafael Babadzhanov","","Skyline Realty","Skyline Realty","Dunbar","2629","Drive"
"13170721","1730","2","0","3","6098.4","False","2003","75070","2015-06-12","1965","13","1","","Brad E. Popoff","Fu-Ying Teng","","Keller Williams Realty DPR","Keller Williams N. Collin Co.","Willow Springs","3501","Drive"
"13173948","1749","2","0","3","6534","False","2002","75070","2015-06-17","1931","10","1","","Dale Bell","Dale Bell","","Park One Properties","Park One Properties","Oldham","6001","Drive"
"13040146","1750","2","1","4","5662.8","False","2006","75070","2014-10-21","2698","119","2","","Barbara Jean Williams","Yiqun Xie","","Ambiance Realty","Beam Real Estate, LLC","Evanshire","4513","Way"
"13048537","1750","2","0","3","6664.68","False","2005","75070","2014-11-04","2125","33","1","","Sherry Brumley","Su-Yun Yang","","WILLIAM DAVIS REALTY FRISCO","WILLIAM DAVIS REALTY FRISCO","June","3504","Drive"
"13057236","1750","2","1","4","","False","2000","75070","2014-11-20","2444","49","2","","Marilyn Iness","Pei-Wen Ting","","Coldwell Banker Apex","Grand Ark LLC","Tralee","2312","Circle"
"13059811","1750","3","1","5","5662.8","False","2005","75070","2014-11-28","3120","17","2","","Shandra Warren","Yiqun Xie","","AMX Realty","Beam Real Estate, LLC","Calloway","5721","Drive"
"13060072","1750","2","0","4","6969.6","False","2014","75071","2014-11-30","1847","15","1","Less Than .5 Acre (not Zero)","Beth Hensley","Carrie Yu","","Keller Williams N. Collin Co.","H & Y Real Estate, LLC.","Meramac","4000","Drive"
"13060708","1750","2","0","3","5662.8","False","2006","75070","2014-12-02","1899","87","1","Less Than .5 Acre (not Zero)","Keith Dobbs Abr","Keith Dobbs Abr","","RE/MAX Dallas Suburbs","RE/MAX Dallas Suburbs","Silver Buckle","5921","Drive"
"13061012","1750","3","1","5","9147.6","False","2004","75071","2014-12-02","2968","17","2","Less Than .5 Acre (not Zero)","Kristen Nicole Robinson","Te-Wei Liou","","Keller Williams Realty Allen","Grand Ark LLC","Crystal Falls","625","Drive"
"13065801","1750","2","1","3","4791.6","False","2005","75070","2014-12-14","2141","37","2","Less Than .5 Acre (not Zero)","Shaun Abshire","Elaine Chou","","Coldwell Banker Res. Frisco","DFW iRealty LLC","Crator","6745","Drive"
"13067775","1750","2","0","3","7840.8","False","1994","75070","2014-12-18","1905","41","1","Less Than .5 Acre (not Zero)","Tiffany Laine","Tiffany Laine","","RE/MAX Town & Country","RE/MAX Town & Country","Meadow Glen","2923","Drive"
"13071970","1750","2","0","3","6098.4","False","1994","75070","2015-01-04","1727","14","1","Less Than .5 Acre (not Zero)","Austin Grant Knight","Anne L. Quinson","","Keller Williams Realty Plano","Ebby Halliday Leasing & Prop.","Mockingbird","5909","Lane"
"13074972","1750","2","1","3","7405.2","False","2004","75071","2015-01-08","2746","60","1","","Angie Wallace","Hsin-Min Chuang","","CEDA REALTY","Fortune Realty","Timber Ridge","3104","Trail"
"13078873","1750","2","1","4","6969.6","False","2003","75071","2015-01-14","2599","27","2","Less Than .5 Acre (not Zero)","Bryan Waser","Corey W. Bellinger","","WaserGroup Real Estate Service","Keller Williams Realty DPR","Pandale Valley","5405","Drive"
"13084140","1750","2","1","4","5662.8","False","2005","75070","2015-01-24","2698","53","2","","Renhong Lai","Renhong Lai","","DFW Home","DFW Home","Evanshire","4708","Way"
"13084609","1750","2","0","4","6098.4","False","2001","75071","2015-01-28","1969","63","1","","Mark Romerhaus","Pam M. Matlock","","Matlock Real Estate","Matlock Real Estate","Grampian","5113","Way"
"13088949","1750","2","0","3","7840.8","False","2006","75071","2015-02-03","2084","68","1","","Kimberly Buchler","Marjorie D Wagner","","JP & Associates, REALTORS Plan","Premier Realty Service #355","Blackwood","5000","Drive"
"13106936","1750","2","0","4","","False","2004","75070","2015-03-07","2092","86","1","","Zhaoqi Zhang","Zhaoqi Zhang","","Sunet Group","Sunet Group","Clearview","9208",""
"13116938","1750","3","1","4","","False","2011","75071","2015-03-25","2336","20","2","Less Than .5 Acre (not Zero)","Debra Shanks","Kathy Webster","","RE/MAX Four Corners","Collin County Land Company","Canyon","2216","Point"
"13123523","1750","2","1","4","5662.8","False","2005","75070","2015-04-06","2346","11","2","","Marilyn Hysell","Kishore Chukkala","","VIRGINIA COOK, REALTORS","Ambiance Realty","Brighton","4509","Drive"
"13131400","1750","2","0","3","6534","False","2002","75070","2015-04-15","1931","9","1","Less Than .5 Acre (not Zero)","Marlene Bowdon","Corey W. Bellinger","","RE/MAX DFW Associates","Keller Williams Realty DPR","Vineyard","5809","Lane"
"13135181","1750","2","1","4","3484.8","False","1990","75070","2015-04-23","2246","34","2","Less Than .5 Acre (not Zero)","Irina V. Gleman Gri","Gay M. Chandler","","Coldwell Banker Res Plano","Coldwell Banker Res. Frisco","Bryn Mawr","5009","Drive"
"13135884","1750","2","0","4","","False","2003","75070","2013-04-22","1952","760","1","Less Than .5 Acre (not Zero)","Christine Elizabeth Parker","Jim Fan","","Classic Homes Realty LLC","DFW Home","Travis","2504","Drive"
"13140790","1750","2","1","4","5227.2","False","1993","75070","2015-05-01","2238","4","2","Less Than .5 Acre (not Zero)","Non-Mls Member","James T. Glynn","","NON MLS","JG Real Estate, LLC","Hawks Nest","5102",""
"13142060","1750","2","0","3","7405.2","False","1998","75070","2015-05-12","1980","16","1","Less Than .5 Acre (not Zero)","Non-Mls Member","Debra S. Brown","","NON MLS","Keller Williams N. Collin Co.","Apple Blossom","3420","Lane"
"13142719","1750","2","0","4","5662.8","False","2005","75070","2015-05-03","2168","72","1","","Monica Chen","Monica Chen","","Marie & Marcus Group","Marie & Marcus Group","Mariposa","5705","Drive"
"13160254","1750","2","1","4","6534","False","2006","75071","2015-05-29","2599","18","2","","William Ding","William Ding","","DFW Home","DFW Home","Emerald","2425","Lane"
"13167132","1750","2","0","3","5227.2","False","2001","75070","2015-06-05","1831","15","1","Less Than .5 Acre (not Zero)","James Catron","Jim P. Ryan","","Keller Williams Realty Plano","RE/MAX Dallas Suburbs","Golden Wheat","5209","Lane"
"13167767","1750","2","0","4","8276.4","False","1997","75071","2015-06-08","2232","41","1","","Barbara Alexander Jackson","Donald R Taylor","","Keller Williams - Park Cities","Legacy Realty & Management","Lake Crest","5001","Drive"
"13178940","1750","2","1","4","4356","False","2011","75071","2015-06-24","2394","13","2","Less Than .5 Acre (not Zero)","Shubhra Bhattacharya, Sfr","Shubhra Bhattacharya, Sfr","","RE/MAX DFW Associates","RE/MAX DFW Associates","Canyon","2237","Point"
"13186539","1750","2","1","3","6534","False","2003","75070","2015-07-06","2329","7","2","Less Than .5 Acre (not Zero)","Keri Schuller","John Schuller","","Schuller Properties, Inc.","Schuller Properties, Inc.","Mason","6821","Drive"
"13195473","1750","3","1","4","6969.6","False","2006","75071","2015-07-15","2989","6","2","Less Than .5 Acre (not Zero)","Johnny Liew","Monica Chen","","CENTURY 21 Judge Fite Co.","Marie & Marcus Group","Terrace View","513","Drive"
"13198360","1750","2","0","3","5706.36","False","2003","75070","2015-07-18","2040","7","1","","Denise Milliken","Su-Yun Yang","","Keller Williams N. Collin Co.","WILLIAM DAVIS REALTY FRISCO","Somerset","1505","Drive"
"13199606","1750","2","0","3","6969.6","False","2003","75070","2015-07-21","1875","3","1","","Marlene Bowdon","Elaine Chou","","RE/MAX DFW Associates","DFW iRealty LLC","Mason","6808","Drive"
"13202389","1750","2","0","4","5575.68","False","2005","75070","2015-07-24","2513","6","1","Less Than .5 Acre (not Zero)","Brenda Gayle Patton","Shad G. Thornhill","","Ebby Halliday, REALTORS Frisco","Keller Williams Realty DPR","Brighton","4613","Drive"
"13203022","1750","2","1","4","5662.8","False","2005","75070","2015-07-24","2889","4","2","","Marlene Bowdon","Yiqun Xie","","RE/MAX DFW Associates","Beam Real Estate, LLC","Eureka","5724","Bend"
"13205424","1750","2","0","4","0","False","2011","75071","2015-08-02","2016","15","1","Less Than .5 Acre (not Zero)","Kathleen Burg","Lynn Lin Li","","Coldwell Banker Apex -McKinney","Henderson Real Estates","Diamond Peak","5005","Circle"
"13206866","1750","2","0","4","7840.8","False","1996","75070","2015-07-30","2160","10","1","","Lindsay Ford","Shelley Wang","","First Choice, REALTORS","DFW Home","Spanishmoss","4709","Drive"
"13207991","1750","2","0","3","6098.4","False","2003","75070","2015-07-31","1880","35","1","","Zaki Anwar","Zaki Anwar","","WILLIAM DAVIS REALTY FRISCO","WILLIAM DAVIS REALTY FRISCO","Maddock","3500","Drive"
